,﻿
场,chǎng
尝,cháng
常,cháng
长,zhǎng
偿,cháng
肠,cháng
厂,chǎng
敞,chǎng
畅,chàng
唱,chàng
倡,chàng
超,chāo
抄,chāo
钞,chāo
朝,cháo
嘲,cháo
潮,cháo
巢,cháo
吵,chǎo
炒,chǎo
车,chē
扯,chě
撤,chè
掣,chè
彻,chè
澈,chè
郴,chēn
臣,chén
辰,chén
尘,chén
晨,chén
忱,chén
沉,chén
陈,chén
趁,chèn
衬,chèn
撑,chēng
称,chēng
城,chéng
橙,chéng
成,chéng
呈,chéng
乘,chéng
程,chéng
惩,chéng
澄,chéng
诚,chéng
承,chéng
逞,chěng
骋,chěng
秤,chèng
吃,chī
痴,chī
持,chí
匙,shi
池,chí
迟,chí
弛,chí
驰,chí
耻,chǐ
齿,chǐ
侈,chǐ
尺,chǐ
赤,chì
翅,chì
斥,chì
炽,chì
充,chōng
冲,chōng
虫,chóng
崇,chóng
宠,chǒng
抽,chōu
酬,chóu
畴,chóu
踌,chóu
稠,chóu
愁,chóu
筹,chóu
仇,chóu
绸,chóu
瞅,chǒu
丑,chǒu
臭,chòu
初,chū
出,chū
橱,chú
厨,chú
躇,chú
锄,chú
雏,chú
滁,chú
除,chú
楚,chǔ
碄,lín
碅,jūn
碆,bō
碈,mín
碊,jiān
碋,hè
碏,què
碐,léng
碒,yín
碔,wǔ
碕,qí
碖,lǔn
碙,náo
碝,ruǎn
碞,yán
碠,dìng
碢,tuó
碤,yīng
碦,kè
碨,wèi
碩,shuò
碪,zhēn
碫,duàn
碬,xiá
碭,dàng
碮,tí
碯,nǎo
碵,tián
碶,qì
碷,dùn
碸,fēng
確,què
碻,què
碼,mǎ
碽,gōng
碿,sù
磀,é
磂,liú
磃,sī
磄,táng
磆,huá
磇,pī
磈,wěi
磌,tián
磍,xiá
磎,xī
磏,lián
磑,wéi
磒,yǔn
磓,duī
磖,lá
磗,zhuān
磘,yáo
磚,zhuān
磛,chán
磜,qì
磝,áo
磞,pēng
磟,liù
磠,lǔ
磡,kàn
磢,chuǎng
磣,chěn
磤,yǐn
磥,lěi
磦,biāo
磧,qì
磩,qì
磪,cuī
磫,zōng
磭,chuò
磮,lún
磯,jī
磰,shàn
磱,láo
磳,zēng
磵,jiàn
磶,xì
磸,dìng
磹,tán
磻,pán
磼,zá
磽,qiāo
磾,dī
磿,lì
礀,jiàn
礂,xī
礃,zhǎng
礄,qiáo
礆,jiǎn
礇,yù
礈,zhuì
礉,hé
礊,kè
礋,zé
礌,léi
础,chǔ
储,chǔ
矗,chù
搐,chù
触,chù
处,chù
揣,chuāi
川,chuān
穿,chuān
椽,chuán
传,chuán
船,chuán
喘,chuǎn
串,chuàn
疮,chuāng
窗,chuāng
幢,chuáng
床,chuáng
闯,chuǎng
创,chuàng
吹,chuī
炊,chuī
捶,chuí
锤,chuí
垂,chuí
春,chūn
椿,chūn
醇,chún
唇,chún
淳,chún
纯,chún
蠢,chǔn
戳,chuō
绰,chuò
疵,cī
茨,cí
磁,cí
雌,cí
辞,cí
慈,cí
瓷,cí
词,cí
此,cǐ
刺,cì
赐,cì
次,cì
聪,cōng
葱,cōng
囱,cōng
匆,cōng
从,cóng
丛,cóng
凑,còu
粗,cū
醋,cù
簇,cù
促,cù
蹿,cuān
篡,cuàn
窜,cuàn
摧,cuī
崔,cuī
催,cuī
脆,cuì
瘁,cuì
粹,cuì
淬,cuì
翠,cuì
村,cūn
存,cún
寸,cùn
磋,cuō
撮,cuō
搓,cuō
措,cuò
挫,cuò
错,cuò
搭,dā
达,dá
答,dá
瘩,dā
打,dǎ
大,dà
呆,dāi
歹,dǎi
傣,dǎi
戴,dài
带,dài
殆,dài
代,dài
贷,dài
袋,dài
待,dài
逮,dǎi
礍,jié
礎,chǔ
礏,yè
礐,què
礑,dàng
礒,yǐ
礔,pī
礕,pī
礖,yù
礗,pīn
礘,è
礙,ài
礚,kē
礛,jiān
礜,yù
礝,ruǎn
礟,pào
礠,cí
礡,bó
礢,yǎng
礣,mà
礥,xián
礦,kuàng
礧,léi
礨,lěi
礩,zhì
礪,lì
礫,lì
礬,fán
礭,què
礮,pào
礯,yīng
礰,lì
礱,lóng
礲,lóng
礳,mò
礵,shuāng
礶,guàn
礷,lán
礸,cǎ
礹,yán
礽,réng
礿,yuè
祂,tā
祃,mà
祄,xiè
祅,yāo
祇,qí
祊,bēng
祋,duì
祌,zhòng
祍,rèn
祎,yī
祏,shí
祐,yòu
祑,zhì
祒,tiáo
祔,fù
祕,mì
祘,suàn
祙,mèi
祡,chái
祣,lǚ
祤,yǔ
祦,wú
祩,zhù
祪,guǐ
祫,xiá
祬,zhī
祮,gào
祰,gào
祱,shuì
祲,jìn
祳,shèn
祴,gāi
祵,kǔn
祶,dì
祹,táo
祻,gù
祼,guàn
祽,zuì
祾,líng
祿,lù
禂,dǎo
禃,zhí
禆,bì
禇,zhě
禈,huī
禉,yǒu
禋,yīn
禌,zī
禍,huò
禎,zhēn
禐,yuàn
禑,wú
禒,xiǎn
怠,dài
耽,dān
担,dān
丹,dān
单,dān
郸,dān
掸,dǎn
胆,dǎn
旦,dàn
氮,dàn
但,dàn
惮,dàn
淡,dàn
诞,dàn
弹,dàn
蛋,dàn
当,dāng
挡,dǎng
党,dǎng
荡,dàng
档,dàng
刀,dāo
捣,dǎo
蹈,dǎo
倒,dào
岛,dǎo
祷,dǎo
导,dǎo
到,dào
稻,dào
悼,dào
道,dào
盗,dào
德,dé
得,dé
的,de
蹬,dēng
灯,dēng
登,dēng
等,děng
瞪,dèng
凳,dèng
邓,dèng
堤,dī
低,dī
滴,dī
迪,dí
敌,dí
笛,dí
狄,dí
涤,dí
翟,dí
嫡,dí
抵,dǐ
底,dǐ
地,dì
蒂,dì
第,dì
帝,dì
弟,dì
递,dì
缔,dì
颠,diān
掂,diān
滇,diān
碘,diǎn
点,diǎn
典,diǎn
靛,diàn
垫,diàn
电,diàn
佃,diàn
甸,diān
店,diàn
惦,diàn
奠,diàn
淀,diàn
殿,diàn
碉,diāo
叼,diāo
雕,diāo
凋,diāo
刁,diāo
掉,diào
吊,diào
钓,diào
调,diào
跌,diē
爹,diē
碟,dié
蝶,dié
迭,dié
谍,dié
叠,dié
禓,yáng
禔,zhī
禕,yī
禖,méi
禗,sī
禘,dì
禙,bèi
禛,zhēn
禜,yǒng
禝,jì
禞,gào
禟,táng
禠,sī
禡,mà
禢,tà
禣,fù
禤,xuān
禥,qí
禦,yù
禨,jī
禩,sì
禪,chán
禫,dàn
禬,guì
禭,suì
禮,lǐ
禯,nóng
禰,mí
禱,dǎo
禲,lì
禴,yuè
禵,tí
禶,zàn
禷,lèi
禸,róu
禼,xiè
禿,tū
秂,rén
秄,zǐ
秅,chá
秇,yì
秈,xiān
秊,nián
秌,qiū
秎,fèn
秏,hào
秐,yún
秓,zhī
秔,jīng
秖,zhī
秗,yù
秙,kù
秚,bàn
秛,pī
秜,ní
秝,lì
秞,yóu
秠,pī
秡,bó
秢,líng
秥,nián
秨,zuó
秪,zhī
秬,jù
秮,huó
秱,tóng
秲,zhì
秳,huó
秴,hé
秵,yīn
秶,zī
秷,zhì
秹,rěn
秺,dù
秼,zhū
秾,nóng
秿,fù
稁,gǎo
稄,xùn
稅,shuì
稇,kǔn
稈,gǎn
稉,jīng
稊,tí
稌,tú
稏,yà
稐,lǔn
稑,lù
稒,gù
稓,zuó
稕,zhùn
稖,bàng
稘,jī
稙,zhī
稛,kǔn
稜,léng
丁,dīng
盯,dīng
叮,dīng
钉,dīng
顶,dǐng
鼎,dǐng
锭,dìng
定,dìng
订,dìng
丢,diū
东,dōng
冬,dōng
董,dǒng
懂,dǒng
动,dòng
栋,dòng
侗,dòng
恫,dòng
冻,dòng
洞,dòng
兜,dōu
抖,dǒu
斗,dòu
陡,dǒu
豆,dòu
逗,dòu
痘,dòu
都,dōu
督,dū
毒,dú
犊,dú
独,dú
读,dú
堵,dǔ
睹,dǔ
赌,dǔ
杜,dù
镀,dù
肚,dù
度,dù
渡,dù
妒,dù
端,duān
短,duǎn
锻,duàn
段,duàn
断,duàn
缎,duàn
堆,duī
兑,duì
队,duì
对,duì
墩,dūn
吨,dūn
蹲,dūn
敦,dūn
顿,dùn
囤,dùn
钝,dùn
盾,dùn
遁,dùn
掇,duō
哆,duō
多,duō
夺,duó
垛,duǒ
躲,duǒ
朵,duǒ
跺,duò
舵,duò
剁,duò
惰,duò
堕,duò
蛾,é
峨,é
鹅,é
俄,é
额,é
讹,é
娥,é
恶,è
厄,è
扼,è
遏,è
鄂,è
饿,è
恩,ēn
而,ér
儿,ér
耳,ěr
尔,ěr
饵,ěr
洱,ěr
二,èr
稝,péng
稟,bǐng
稡,zuì
稢,yù
稤,lüè
稥,xiāng
稦,yī
稧,xì
稨,biǎn
稩,jì
稪,fú
稫,pì
稬,nuò
稭,jiē
種,zhǒng
稯,zōng
稰,xǔ
稱,chēng
稲,dào
稴,xián
稵,zī
稶,yù
稸,xù
稺,zhì
稾,gǎo
穀,gǔ
穁,róng
穂,suì
穃,rong
穄,jì
穅,kāng
穇,cǎn
穈,méi
穉,zhì
穊,jì
穋,lù
穌,sū
積,jī
穎,yǐng
穏,wěn
穐,qiū
穒,hè
穓,yì
穔,huáng
穕,qiè
穖,jǐ
穘,xiāo
穙,pú
穚,jiāo
穛,zhuō
穜,zhǒng
穝,zui
穞,lǚ
穟,suì
穠,nóng
穡,sè
穢,huì
穣,ráng
穤,nuò
穥,yù
穦,pīn
穧,jì
穨,tuí
穩,wěn
穪,chēng
穫,huò
穬,kuàng
穭,lǚ
穮,biāo
穯,sè
穱,zhuō
穲,lí
穳,cuán
穵,wā
穻,yū
穼,shēn
穽,jǐng
穾,yào
窂,láo
窅,yǎo
窇,báo
窉,bǐng
窊,wā
窋,zhú
窌,jiào
窎,diào
窏,wū
窐,guī
窓,chuāng
窔,yào
窙,xiāo
窚,chéng
窛,kòu
窞,dàn
窡,zhuó
窢,xū
贰,èr
发,fā
罚,fá
筏,fá
伐,fá
乏,fá
阀,fá
法,fǎ
珐,fà
藩,fān
帆,fān
番,fān
翻,fān
樊,fán
矾,fán
钒,fán
繁,fán
凡,fán
烦,fán
反,fǎn
返,fǎn
范,fàn
贩,fàn
犯,fàn
饭,fàn
泛,fàn
坊,fāng
芳,fāng
方,fāng
肪,fáng
房,fáng
防,fáng
妨,fáng
仿,fǎng
访,fǎng
纺,fǎng
放,fàng
菲,fēi
非,fēi
啡,fēi
飞,fēi
肥,féi
匪,fěi
诽,fěi
吠,fèi
肺,fèi
废,fèi
沸,fèi
费,fèi
芬,fēn
酚,fēn
吩,fēn
氛,fēn
分,fēn
纷,fēn
坟,fén
焚,fén
汾,fén
粉,fěn
奋,fèn
份,fèn
忿,fèn
愤,fèn
粪,fèn
丰,fēng
封,fēng
枫,fēng
蜂,fēng
峰,fēng
锋,fēng
风,fēng
疯,fēng
烽,fēng
逢,féng
冯,féng
缝,fèng
讽,fěng
奉,fèng
凤,fèng
佛,fú
否,fǒu
夫,fū
敷,fū
肤,fū
孵,fū
扶,fú
拂,fú
辐,fú
幅,fú
氟,fú
符,fú
伏,fú
俘,fú
服,fú
窣,sū
窤,guān
窧,zhuo
窩,wō
窪,wā
窫,yà
窮,qióng
窯,yáo
窰,yáo
窱,tiǎo
窲,cháo
窴,tián
窵,diào
窶,jù
窷,liào
窸,xī
窹,wù
窺,kuī
窻,chuāng
窼,zhāo
窽,kuǎn
窾,kuǎn
竀,chēng
竁,cuì
竂,liáo
竃,zào
竄,cuàn
竅,qiào
竆,qióng
竇,dòu
竈,zào
竉,lǒng
竊,qiè
竌,chù
竍,shí
竎,fù
竏,qiān
竐,chù
竑,hóng
竒,qí
竓,háo
竔,shēng
竕,fēn
竗,miào
竘,qǔ
竚,zhù
竛,líng
竜,lóng
竝,bìng
竡,bǎi
竢,sì
竤,hóng
竧,jìng
竨,diào
竩,yì
竪,shù
竫,jìng
竬,qǔ
竮,pīng
竰,lí
竱,zhuǎn
竲,céng
竳,dēng
竴,cūn
竵,wāi
競,jìng
竷,kǎn
竸,jìng
竻,lè
竼,péng
竾,chí
笀,máng
笁,zhú
笂,wán
笅,jiǎo
笇,suàn
笉,qǐn
笌,yá
笍,zhuì
笎,yuán
笐,háng
笒,cén
笓,bì
笖,yǐ
笗,dōng
笘,shān
笚,dā
笜,zhú
笝,nà
笟,gū
笡,qiè
笢,mǐn
笣,bāo
笧,cè
笩,fá
笭,líng
浮,fú
涪,fú
福,fú
袱,fú
弗,fú
甫,fǔ
抚,fǔ
辅,fǔ
俯,fǔ
釜,fǔ
斧,fǔ
脯,pú
腑,fǔ
府,fǔ
腐,fǔ
赴,fù
副,fù
覆,fù
赋,fù
复,fù
傅,fù
付,fù
阜,fù
父,fù
腹,fù
负,fù
富,fù
讣,fù
附,fù
妇,fù
缚,fù
咐,fù
噶,gá
嘎,gā
该,gāi
改,gǎi
概,gài
钙,gài
盖,gài
溉,gài
干,gàn
甘,gān
杆,gān
柑,gān
竿,gān
肝,gān
赶,gǎn
感,gǎn
秆,gǎn
敢,gǎn
赣,gàn
冈,gāng
刚,gāng
钢,gāng
缸,gāng
肛,gāng
纲,gāng
岗,gǎng
港,gǎng
杠,gāng
篙,gāo
皋,gāo
高,gāo
膏,gāo
羔,gāo
糕,gāo
搞,gǎo
镐,gǎo
稿,gǎo
告,gào
哥,gē
歌,gē
搁,gē
戈,gē
鸽,gē
胳,gē
疙,gē
割,gē
革,gé
葛,gé
格,gé
蛤,há
阁,gé
隔,gé
铬,gè
个,gè
各,gè
给,gěi
根,gēn
跟,gēn
耕,gēng
更,gèng
庚,gēng
羹,gēng
笯,nú
笰,fú
笲,fán
笴,gǎn
笵,fàn
笶,shǐ
笷,mǎo
笹,ti
笻,qióng
笽,mǐn
笿,luò
筀,guì
筁,qū
筂,chí
筃,yīn
筄,yào
筆,bǐ
筈,kuò
筊,xiáo
筍,sǔn
筎,rú
筓,jī
筕,háng
筗,zhòng
筙,lái
筜,dāng
筞,cè
筟,fū
筡,tú
筣,lí
筤,láng
筥,jǔ
筦,guǎn
筧,jiǎn
筨,hán
筩,tóng
筪,xiá
筫,zhì
筬,chéng
筭,suàn
筯,zhù
筰,zuó
筳,tíng
筴,cè
筶,gào
筸,gān
筺,kuāng
筼,yún
筽,ōu
筿,xiǎo
箁,póu
箂,lái
箃,zōu
箄,bǐ
箆,bì
箇,gè
箈,tái
箉,guǎi
箊,yū
箋,jiān
箌,dào
箎,chí
箏,zhēng
箑,shà
箒,zhǒu
箓,lù
箖,lín
箘,jùn
箙,fú
箚,zhá
箛,gū
箞,qiān
箟,jùn
箠,chuí
箣,cè
箤,zú
箥,bǒ
箮,xuān
箯,biān
箰,sǔn
箲,xiǎn
箳,píng
箵,xīng
箶,hú
箷,yí
箹,yuē
箺,chūn
箻,lǜ
箼,wū
箽,dǒng
箾,shuò
箿,jí
節,jié
篂,xīng
篃,mèi
範,fàn
埂,gěng
耿,gěng
梗,gěng
工,gōng
攻,gōng
功,gōng
恭,gōng
龚,gōng
供,gōng
躬,gōng
公,gōng
宫,gōng
弓,gōng
巩,gǒng
汞,gǒng
拱,gǒng
贡,gòng
共,gòng
钩,gōu
勾,gōu
沟,gōu
苟,gǒu
狗,gǒu
垢,gòu
构,gòu
购,gòu
够,gòu
辜,gū
菇,gū
咕,gū
箍,gū
估,gū
沽,gū
孤,gū
姑,gū
鼓,gǔ
古,gǔ
蛊,gǔ
骨,gǔ
谷,gǔ
股,gǔ
故,gù
顾,gù
固,gù
雇,gù
刮,guā
瓜,guā
剐,guǎ
寡,guǎ
挂,guà
褂,guà
乖,guāi
拐,guǎi
怪,guài
棺,guān
关,guān
官,guān
冠,guān
观,guān
管,guǎn
馆,guǎn
罐,guàn
惯,guàn
灌,guàn
贯,guàn
光,guāng
广,guǎng
逛,guàng
瑰,guī
规,guī
圭,guī
硅,guī
归,guī
龟,guī
闺,guī
轨,guǐ
鬼,guǐ
诡,guǐ
癸,guǐ
桂,guì
柜,guì
跪,guì
贵,guì
刽,guì
辊,gǔn
滚,gǔn
棍,gùn
锅,guō
郭,guō
国,guó
果,guǒ
裹,guǒ
过,guò
哈,hā
篅,chuán
篈,fēng
築,zhù
篊,huáng
篋,qiè
篍,qiū
篎,miǎo
篏,qiàn
篐,gū
篒,shi
篔,yún
篕,hé
篖,táng
篗,yuè
篘,chōu
篛,ruò
篜,zhēng
篞,niè
篟,qiàn
篠,xiǎo
篢,lǒng
篣,péng
篤,dǔ
篧,zhuó
篨,chú
篩,shāi
篫,zhù
篬,qiāng
篭,lóng
篯,jiān
篰,bù
篲,huì
篳,bì
篴,dí
篵,cōng
篶,yān
篸,cǎn
篹,zhuàn
篺,pí
篻,piǎo
篽,yù
篿,tuán
簀,zé
簁,shāi
簂,guì
簃,yí
簄,hù
簅,chǎn
簆,kòu
簈,píng
簉,zào
簊,jī
簍,lǒu
簎,cè
簐,niǎn
簑,suō
簒,cuàn
簓,diāo
簔,suō
簕,lè
簗,zhù
簘,xiāo
簙,bó
簚,mì
簛,shāi
簜,dàng
簝,liáo
簞,dān
簠,fǔ
簡,jiǎn
簢,mǐn
簣,kuì
簤,dài
簥,jiāo
簨,sǔn
簩,láo
簫,xiāo
簬,lù
簭,shì
簮,zān
簯,qi
簰,pái
簱,qí
簲,pái
簳,gǎn
簴,jù
簵,lù
簶,lù
簷,yán
簹,dāng
簺,sài
簻,zhuā
簼,gōu
簽,qiān
簾,lián
籂,shi
骸,hái
孩,hái
海,hǎi
氦,hài
亥,hài
害,hài
骇,hài
酣,hān
憨,hān
邯,hán
韩,hán
含,hán
涵,hán
寒,hán
函,hán
喊,hǎn
罕,hǎn
翰,hàn
撼,hàn
捍,hàn
旱,hàn
憾,hàn
悍,hàn
焊,hàn
汗,hàn
汉,hàn
夯,hāng
杭,háng
航,háng
壕,háo
嚎,háo
豪,háo
毫,háo
郝,hǎo
好,hǎo
耗,hào
号,hào
浩,hào
呵,hē
喝,hē
荷,hé
菏,hé
核,hé
禾,hé
和,hé
何,hé
合,hé
盒,hé
貉,háo
阂,hé
河,hé
涸,hé
赫,hè
褐,hè
鹤,hè
贺,hè
嘿,hēi
黑,hēi
痕,hén
很,hěn
狠,hěn
恨,hèn
哼,hēng
亨,hēng
横,héng
衡,héng
恒,héng
轰,hōng
哄,hǒng
烘,hōng
虹,hóng
鸿,hóng
洪,hóng
宏,hóng
弘,hóng
红,hóng
喉,hóu
侯,hóu
猴,hóu
吼,hǒu
厚,hòu
候,hòu
后,hòu
呼,hū
乎,hū
忽,hū
瑚,hú
壶,hú
葫,hú
胡,hú
蝴,hú
狐,hú
糊,hú
湖,hú
籃,lán
籄,kuì
籅,yú
籆,yuè
籇,háo
籈,zhēn
籉,tái
籊,tì
籋,niè
籌,chóu
籎,yí
籏,qí
籐,téng
籑,zhuàn
籒,zhòu
籓,fān
籔,sǒu
籕,zhòu
籖,qian
籗,zhuó
籘,téng
籙,lù
籚,lú
籛,jiǎn
籜,tuò
籝,yíng
籞,yù
籟,lài
籠,lóng
籡,qiè
籢,lián
籣,lán
籤,qiān
籥,yuè
籦,zhōng
籧,qú
籨,lián
籩,biān
籪,duàn
籫,zuǎn
籬,lí
籭,sī
籮,luó
籯,yíng
籰,yuè
籱,zhuó
籲,yù
籵,fán
籶,shēn
籷,zhé
籸,shēn
籹,nǚ
籺,hé
籾,ní
籿,cùn
粀,zhàng
粁,qiān
粂,zhāi
粃,bǐ
粄,bǎn
粅,wù
粆,shā
粇,kāng
粈,róu
粊,bì
粋,cuì
粌,yin
粍,zhé
粎,mǐ
粏,tai
粐,hù
粓,gān
粔,jù
粖,mò
粙,zhòu
粚,chī
粛,sù
粠,hóng
粡,tóng
粣,cè
粦,lín
粧,zhuāng
粨,bǎi
粩,lāo
粫,ér
粬,qū
粭,hé
粯,xiàn
粰,fú
粴,lǐ
粵,yuè
粶,lù
粷,jú
粸,qí
粺,bài
粻,zhāng
弧,hú
虎,hǔ
唬,hǔ
护,hù
互,hù
沪,hù
户,hù
花,huā
哗,huā
华,huá
猾,huá
滑,huá
画,huà
划,huà
化,huà
话,huà
槐,huái
徊,huái
怀,huái
淮,huái
坏,huài
欢,huān
环,huán
桓,huán
还,hái
缓,huǎn
换,huàn
患,huàn
唤,huàn
痪,huàn
豢,huàn
焕,huàn
涣,huàn
宦,huàn
幻,huàn
荒,huāng
慌,huāng
黄,huáng
磺,huáng
蝗,huáng
簧,huáng
皇,huáng
凰,huáng
惶,huáng
煌,huáng
晃,huǎng
幌,huǎng
恍,huǎng
谎,huǎng
灰,huī
挥,huī
辉,huī
徽,huī
恢,huī
蛔,huí
回,huí
毁,huǐ
悔,huǐ
慧,huì
卉,huì
惠,huì
晦,huì
贿,huì
秽,huì
会,huì
烩,huì
汇,huì
讳,huì
诲,huì
绘,huì
荤,hūn
昏,hūn
婚,hūn
魂,hún
浑,hún
混,hùn
豁,huō
活,huó
伙,huǒ
火,huǒ
获,huò
或,huò
惑,huò
霍,huò
货,huò
祸,huò
击,jī
圾,jī
基,jī
机,jī
畸,jī
稽,jī
积,jī
箕,jī
粿,guǒ
糀,huā
糂,sǎn
糃,táng
糄,biǎn
糆,miàn
糉,zòng
糋,jiàn
糎,lí
糏,xiè
糐,fū
糑,nuò
糒,bèi
糓,gǔ
糔,xiǔ
糘,jiā
糚,zhuāng
糛,táng
糝,sǎn
糞,fèn
糡,jiàng
糢,mó
糣,sǎn
糤,sǎn
糥,nuò
糦,xī
糧,liáng
糩,kuài
糪,bò
糫,huán
糬,shǔ
糭,zòng
糮,xiàn
糰,tuán
糱,niè
糲,lì
糳,zuò
糴,dí
糵,niè
糶,tiào
糷,làn
糹,sī
糺,jiū
糼,gōng
糽,zhěng
糾,jiū
糿,yòu
紀,jì
紁,chà
紂,zhòu
紃,xún
約,yuē
紅,hóng
紆,yū
紇,hé
紈,wán
紉,rèn
紋,wén
紌,qiú
納,nà
紎,zī
紏,tǒu
紐,niǔ
紑,fóu
紒,jì
紓,shū
純,chún
紕,pī
紖,zhèn
紗,shā
紘,hóng
紙,zhǐ
級,jí
紛,fēn
紜,yún
紝,rèn
紞,dǎn
紟,jīn
紡,fǎng
紣,cuì
紤,jiǔ
紥,zā
紦,ba
紨,fū
紩,zhì
紪,qī
紬,chóu
紭,hóng
紮,zā
細,xì
紱,fú
紲,xiè
紳,shēn
紴,bō
紵,zhù
紶,qū
肌,jī
饥,jī
迹,jì
激,jī
讥,jī
鸡,jī
姬,jī
绩,jì
缉,jī
吉,jí
极,jí
棘,jí
辑,jí
籍,jí
集,jí
及,jí
急,jí
疾,jí
汲,jí
即,jí
嫉,jí
级,jí
挤,jǐ
几,jǐ
脊,jí
己,jǐ
蓟,jì
技,jì
冀,jì
季,jì
伎,jì
祭,jì
剂,jì
悸,jì
济,jì
寄,jì
寂,jì
计,jì
记,jì
既,jì
忌,jì
际,jì
妓,jì
继,jì
纪,jì
嘉,jiā
枷,jiā
夹,jiā
佳,jiā
家,jiā
加,jiā
荚,jiá
颊,jiá
贾,jiǎ
甲,jiǎ
钾,jiǎ
假,jiǎ
稼,jià
价,jià
架,jià
驾,jià
嫁,jià
歼,jiān
监,jiān
坚,jiān
尖,jiān
笺,jiān
间,jiān
煎,jiān
兼,jiān
肩,jiān
艰,jiān
奸,jiān
缄,jiān
茧,jiǎn
检,jiǎn
柬,jiǎn
碱,jiǎn
硷,jiǎn
拣,jiǎn
捡,jiǎn
简,jiǎn
俭,jiǎn
剪,jiǎn
减,jiǎn
荐,jiàn
槛,kǎn
鉴,jiàn
践,jiàn
贱,jiàn
见,jiàn
键,jiàn
箭,jiàn
件,jiàn
紷,líng
紸,zhù
紹,shào
紺,gàn
紻,yǎng
紼,fú
紽,tuó
紾,zhěn
紿,dài
絀,chù
絁,shī
終,zhōng
絃,xián
組,zǔ
絅,jiōng
絆,bàn
絇,qú
絈,mò
絉,shù
絊,zuì
絋,kuàng
経,jīng
絍,rèn
絎,háng
絏,xiè
結,jié
絑,zhū
絒,chóu
絓,guà
絔,bǎi
絕,jué
絖,kuàng
絗,hú
絘,cì
絙,huán
絚,gēng
絛,tāo
絜,jié
絝,kù
絞,jiǎo
絟,quán
絠,gǎi
絡,luò
絢,xuàn
絣,bēng
絤,xiàn
絥,fú
給,gěi
絧,dòng
絨,róng
絩,tiào
絪,yīn
絫,lěi
絬,xiè
絭,juàn
絯,gāi
絰,dié
統,tǒng
絲,sī
絳,jiàng
絴,xiáng
絵,huì
絶,jué
絸,jiǎn
絹,juàn
絺,chī
絻,miǎn
絼,zhèn
絽,lǚ
絾,chéng
絿,qiú
綀,shū
綁,bǎng
綂,tǒng
綃,xiāo
綄,huán
綅,qīn
綆,gěng
綇,xiǔ
綈,tí
綉,tòu
綊,xié
綋,hóng
綌,xì
綍,fú
綎,tīng
綏,suī
綐,duì
綑,kǔn
綒,fū
經,jīng
綔,hù
綕,zhī
綖,yán
綗,jiǒng
綘,féng
健,jiàn
舰,jiàn
剑,jiàn
饯,jiàn
渐,jiàn
溅,jiàn
涧,jiàn
建,jiàn
僵,jiāng
姜,jiāng
将,jiāng
浆,jiāng
江,jiāng
疆,jiāng
蒋,jiǎng
桨,jiǎng
奖,jiǎng
讲,jiǎng
匠,jiàng
酱,jiàng
降,jiàng
蕉,jiāo
椒,jiāo
礁,jiāo
焦,jiāo
胶,jiāo
交,jiāo
郊,jiāo
浇,jiāo
骄,jiāo
娇,jiāo
嚼,jué
搅,jiǎo
铰,jiǎo
矫,jiǎo
侥,jiǎo
脚,jiǎo
狡,jiǎo
角,jiǎo
饺,jiǎo
缴,jiǎo
绞,jiǎo
剿,jiǎo
教,jiào
酵,jiào
轿,jiào
较,jiào
叫,jiào
窖,jiào
揭,jiē
接,jiē
皆,jiē
秸,jiē
街,jiē
阶,jiē
截,jié
劫,jié
节,jié
桔,jú
杰,jié
捷,jié
睫,jié
竭,jié
洁,jié
结,jié
解,jiě
姐,jiě
戒,jiè
藉,jí
芥,jiè
界,jiè
借,jiè
介,jiè
疥,jiè
诫,jiè
届,jiè
巾,jīn
筋,jīn
斤,jīn
金,jīn
今,jīn
津,jīn
襟,jīn
紧,jǐn
锦,jǐn
仅,jǐn
谨,jǐn
进,jìn
靳,jìn
晋,jìn
禁,jìn
近,jìn
烬,jìn
浸,jìn
継,jì
続,xù
綛,rěn
綜,zōng
綝,chēn
綞,duǒ
綟,lì
綠,lǜ
綡,liáng
綢,chóu
綣,quǎn
綤,shào
綥,qí
綧,zhǔn
綨,qí
綩,wǎn
綪,qiàn
綫,xiàn
綬,shòu
維,wéi
綯,táo
綰,wǎn
綱,gāng
網,wǎng
綳,bēng
綴,zhuì
綵,cǎi
綶,guǒ
綷,cuì
綸,lún
綹,liǔ
綺,qǐ
綻,zhàn
綼,bì
綽,chuò
綾,líng
綿,mián
緀,qī
緁,qiè
緂,tián
緃,zōng
緄,gǔn
緅,zōu
緆,xī
緇,zī
緈,xìng
緉,liǎng
緊,jǐn
緋,fēi
緌,ruí
緍,mín
緎,yù
総,zǒng
緐,fán
緑,lǜ
緒,xù
緓,yīng
緔,shàng
緕,qi
緖,xù
緗,xiāng
緘,jiān
緙,kè
線,xiàn
緛,ruǎn
緜,mián
緝,jī
緞,duàn
緟,chóng
締,dì
緡,mín
緢,miáo
緣,yuán
緤,xiè
緥,bǎo
緦,sī
緧,qiū
編,biān
緩,huǎn
緪,gēng
緫,cōng
緬,miǎn
緭,wèi
緮,fù
緯,wěi
緰,tóu
緱,gōu
緲,miǎo
緳,xié
練,liàn
緵,zōng
緶,biàn
緷,yùn
緸,yīn
緹,tí
緺,guā
尽,jǐn
劲,jìn
荆,jīng
兢,jīng
茎,jīng
睛,jīng
晶,jīng
鲸,jīng
京,jīng
惊,jīng
